market_constraint,dayzer_constraint,dayzer_score,dayzer_confidence,pano_constraint,pano_score,pano_confidence
COLONIAL 115 KV COL.PIPE-GLENARM1 110511 | ACTUAL,COLONIAL_115 KV_COL-ROC2:ACTUAL,90.9090909090909,high,COL.PIPE-GLENARM1 110511    B  115 KV | Combined 3590 and 65800,78.94736842105263,low
BELLSMIL138 KV  BEL-BET4 | L500.BURCHESHILL-POSSUMPOINT.560,BELLSMIL_138 KV_BEL-BET4:L500.BurchesHill-PossumPoint.560,90.09009009009009,high,BELLSMIL 138KV - BETHESDA 138KV (BELLSMIL 138 KV BEL-BET4) | L500.BurchesHill-PossumPoint.560,85.41666666666667,medium
CLOUD_115KVCLO-KERR_1_LN | ACTUAL,CLOVERD2_500 KV_CLO-LEX:ACTUAL,70.96774193548387,low,KERRDAM 115KV - CLOUD 115KV (CLOUD 115 KV CLO-KERR) | BASE,66.66666666666666,weak
FARMVILL230 KV  TX5 | L500.BRUNSWICKSWITCHINGSTATIONHERITAGE-WAKE.570,FARMVILL_230 KV_TX5:L500.BrunswickSwitchingStationHeritage-Wake.570,91.6030534351145,high,CAROLINA230 KV  TX4 | L500.BrunswickSwitchingStationHeritage-Wake.570A1,89.39393939393939,medium
ROXBOROU230 KV  ROX-WHI | L500.KEENEY-ROCKSPRINGS.5025,ROXBOROU_230 KV_ROX-WHI:L500.Keeney-RockSprings.5025,89.10891089108911,medium,WHITPAIN 230KV - ROXBOROU 230KV (ROXBOROU 230 KV ROX-WHI) | L500.Keeney-RockSprings.5025,83.72093023255815,medium
CLAYTNAE 69 KV CLAYTON AE-WOODSTOWN 0714 | L69.MICKLETON-VALEROTAP-PAULSBORO.0746,CLAYTNAE_69 KV_CLA-WOO:L69.Mickleton-ValeroTap-Paulsboro.0746,92.85714285714286,high,CLAYTNAE 69KV - WOODSTOW 69KV (CLAYTNAE 69 KV CLA-WOO) | L69.Mickleton-ValeroTap-Paulsboro.0746,89.79591836734694,medium
BLMNTDOM230 KV  BEL-COCH | L230.EVERGREENMILLS-YARLEYRIDGE.2209,BLMNTDOM_230 KV_BEL-COCH:L230.EvergreenMills-YarleyRidge.2209,90.75630252100841,high,BLMNTDOM 230KV - COCHRANM 230KV (BLMNTDOM 230 KV BEL-COCH) | L230.EvergreenMills-YarleyRidge.2209,86.53846153846153,medium
GABLESW 138 KV  GAB-TID | ACTUAL,GABLESW_138 KV_GAB-TID:ACTUAL,100.0,high,TIDD_AEP 138KV - GABLESW 138KV (GABLESW 138 KV GAB-TID) | BASE,85.71428571428571,medium
REMINGTN115 KV  6A | L230.REMINGTON-REMINGTONCT.2077,REMINGTN_115 KV_6A:L230.Remington-RemingtonCT.2077,88.65979381443299,medium,REMINGTN 115KV - REMNTNCT 115KV (REMINGTN 115 KV 6A) | L230.Remington-RemingtonCT.2077,82.92682926829268,medium
AMDEASTN115 KV  AMD-NORW | L500.HOSENSACK-STEELCITY.5032,AMDEASTN_115 KV_AMD-NORT:L500.Hosensack-SteelCity.5032,87.61904761904762,medium,NORTHWOO 115KV - AMDEASTN 115KV (AMDEASTN 115 KV AMD-NORW) | L500.Hosensack-SteelCity.5032,84.44444444444444,medium
MILLBROO138 KV  MIL-SIN1 | L765.KAMMER-BELMONT-MOUNTAINEER+765/500.BELMONT.T5,MILLBROO_138 KV_MIL-SIN1:L765.Kammer-Belmont-Mountaineer+765/500.Belmont.T5,91.6030534351145,high,MILLBROO 138KV - SINKINGS 138KV (MILLBROO 138 KV MIL-SIN1) | L765.Kammer-Belmont-Mountaineer+765/500.Belmont.T5,87.93103448275862,medium
DICKERSH230 KV  DIC-QUI4 | L500.BURCHESHILL-POSSUMPOINT.560,DICKERSH_230 KV_DIC-QUI4:L500.BurchesHill-PossumPoint.560,90.09009009009009,high,DICKERSH230 KV  DIC-QUI2 | L500.Burches Hill-Possum Point.560,87.5,medium
CUBRUNDP230 KV  2008B | L230.BEAUMEAD-ASHBURN-PLEASANTVIEW.274,CUBRUNDP_230 KV_2008B:L230.Beaumead-Ashburn-PleasantView.274,90.5982905982906,high,ASHBURN 230KV - BEAUMEAD 230KV (ASHBURN 230 KV 227B) | L230.Beaumead-Ashburn-PleasantView.274,87.85046728971963,medium
101 ITAS345 KV  TR82 | ACTUAL,101 ITAS_345 KV_TR82:ACTUAL,82.35294117647058,medium,101 ITAS345 KV  TR82CT-P | BASE,76.92307692307692,low
MIDWAYTE138 KV  MID-NAO1 | L138.RICHLAND-RIDGEVILLE-STRYKER,NAPLNN_138 KV_NAP-MID:L138.Richland-Ridgeville-NapoleonMuni-Stryker,79.12087912087912,low,MIDWAYTE138 KV  MID-NAO1 | L138.Richland-Ridgeville-Stryker,100.0,high
HUNTERST 115 KV HUNTERST-LINCOLN 962 | 230/115.HUNTERSTOWN.TR2,HUNTERST 115-HUNTERST 230-1,94.11764705882354,high,HUNTERST-LINCOLN 962        A  115 KV | L115.Hunterstown-Orrtanna-Lincoln,86.36363636363636,medium
BRIGHTON_T1_500NO.1TR_XF | 500/138.BEDINGTON.T2&T4 + 500.CAP.2&3 (SCTNLZ F),APSouth Interface:500/138.Bedington.T2&T4 + 500.Cap.2&3 (Sctnlz F),81.63265306122449,medium,BRIGHTON 500KV - BRIGHTON 230KV (BRIGHTON 500 KV NO.1TR) | 500/138.Bedington.T2&T4 + 500.Cap.2&3 (Sctnlz F),89.83050847457628,medium
CANALAEP_138KVCAN-GAY1_1_LN | L345.BEATTY-COLE,CANALAEP_138 KV_CAN-GAY1:L345.Beatty-Cole,90.69767441860465,high,CANALAEP 138KV - GAY 138KV (CANALAEP 138 KV CAN-GAY1) | L345.Beatty-Cole,88.88888888888889,medium
COLONIAL 115 KV COL.PIPE-GLENARM1 110511 | L500.BRIGHTON-CONASTONE.5011,COLONIAL_115 KV_COL-GLE2:L500.Brighton-Conastone.5011,94.94949494949495,high,COLONIAL 115KV - GLENARM 115KV (COLONIAL 115 KV COL-GLE1) | L500.Brighton-Conastone.5011,89.0625,medium
NDELPHOS69 KV   NDE-SDE | L138.ALLENIM-LOGTOWN,NDELPHOS_69 KV_NDE-SDE:L138.AllenIM-Logtown,89.1566265060241,medium,NDELPHOS 69KV - SDELPHOS 69KV (NDELPHOS 69 KV NDE-SDE) | L138.AllenIM-Logtown,81.15942028985508,medium
METUCHEN_230KVMET-PIEH_1_LN | ACTUAL,METUCHEN_230 KV_MET-PIEH:ACTUAL,87.87878787878788,medium,PIERSOAV 230KV - METUCHEN 230KV (METUCHEN 230 KV MET-PIEH) | BASE,68.4931506849315,weak
TRENTON2138 KV  TRE-COL1 | L345.EASTBEND-TERMINAL,TRENTON2_138 KV_TRE-COL1:L345.EastBend-Terminal,87.91208791208791,medium,COLLEGEC 138KV - TRENTON2 138KV (TRENTON2 138 KV TRE-COL1) | L345.EastBend-Terminal,81.57894736842105,medium
BRIGHTON_T1_500NO.1TR_XF | L230.GRACETON-BAGLEY-RAPHAELROAD.2305,BAGLEY_230 KV_BAG-RAP:L230.Graceton-Bagley-RaphaelRoad.2305,84.0909090909091,medium,BRIGHTON 500KV - BRIGHTON 230KV (BRIGHTON 500 KV NO.1TR) | L230.Graceton-Bagley-RaphaelRoad.2305,89.28571428571429,medium
MALISZEW_138KVMAL-HYA2_1_LN | L138.MALISZEWSKI-GENOA,MALISZEW_138 KV_MAL-POL1:L138.Maliszewski-Genoa,85.71428571428571,medium,MALISZEW 138KV - HYATTCS 138KV (MALISZEW 138 KV MAL-HYA2) | L138.Maliszewski-Genoa,84.90566037735849,medium
HAMPSHIR 138 KV HAMSHIR-RIDGELEY | ACTUAL,HAMPSHIR_138 KV_HAM-RID:ACTUAL,86.56716417910448,medium,RIDGELEY 138KV - HAMPSHIR 138KV (HAMPSHIR 138 KV HAM-RID) | BASE,81.08108108108108,medium
DARLEYRD_69KVDAR-NAA_1_LN | 500/230.REDLION.AT51,DARLEYRD_69 KV_DAR-NAA:500/230.RedLion.AT51,91.11111111111111,high,NAAMANS 69KV - DARLEYRD 69KV (DARLEYRD 69 KV DAR-NAA) | 500/230.RedLion.AT51,87.75510204081633,medium
HOOVERSV 230 KV HOOVERSV 3 TX 1 XFORMER | ACTUAL,HOOVERSV_230 KV_3 TX 1:ACTUAL,100.0,high,HOOVERSV 230KV - HOOVERSV 115KV (HOOVERSV 230 KV 3 TX  1) | L115.Hilltop-Krayn-RachelHill (HillclayJct&Salix),89.55223880597015,medium
CENTECIN69 KV   CEN-RIC | ACTUAL,CENTECIN_69 KV_CEN-RIC:ACTUAL,83.63636363636364,medium,CENTECIN 69KV - RICHMOPK 69KV (CENTECIN 69 KV CEN-RIC) | BASE,61.29032258064516,weak
ENGLESID69 KV   ENG-MIL1 | ACTUAL,DPL_S ACTUAL,66.66666666666666,weak,ENGLESID69 KV   ENG-MIL1 | BASE,89.36170212765957,medium
AXTONAEP138 KV  AXT-DAN1 | L500.CLOVERDALE-LEXINGTON.566,AXTONAEP_138 KV_AXT-DAN1:L500.Cloverdale-Lexington.566,89.52380952380952,medium,AXTONAEP 138KV - DANVILLE 138KV (AXTONAEP 138 KV AXT-DAN1) | L500.Cloverdale-Lexington.566,84.44444444444444,medium
VARNRAEP138 KV  VAR-WILM | ACTUAL,VARNRAEP_138 KV_VAR-WILM:ACTUAL,81.35593220338983,medium,CARNEGIE138 KV  CAR-WEI | BASE,61.81818181818182,weak
L69 138 KV L69-LICK | ACTUAL,L69_138 KV_L69-LIC1:ACTUAL,95.23809523809524,high,L69 138KV - LICK 138KV (L69 138 KV L69-LIC1) | BASE,80.0,medium
ASPENSLR115 KV  ASP-SHAD | L115.HUNTERSTOWN-TEXASEASTERN-GARDNERS.991,ASPENSLR_115 KV_ASP-SHAD:L115.Hunterstown-TexasEastern-Gardners.991,91.6030534351145,high,SHADEGAP 115KV - ASPENSLR 115KV (ASPENSLR 115 KV ASP-SHAD) | L115.Hunterstown-TexasEastern-Gardners.991,87.93103448275862,medium
KAMMER2 765 KV  400 | ACTUAL,KAMMER2_765 KV_400:ACTUAL,100.0,high,KAMMER2 765KV - KAMMER2 345KV (KAMMER2 765 KV 400) | BASE,82.92682926829268,medium
ALLENJUN138 KV  ALL-ALLE | 345/138.BAYSHORE.T1,ALLENJUN_138 KV_ALL-ALLE:345/138.Bayshore.T1,87.05882352941177,medium,ALLENJUN 138KV - ALLENMOD 138KV (ALLENJUN 138 KV ALL-ALLE) | 345/138.Bayshore.T1,80.0,medium
BIGPINET138 KV  BIG-GAR | L500.KEYSTONE-SOUTHBEND.5001(513),BIGPINET_138 KV_BIG-GAR:L500.Keystone-SouthBend.5001(513),89.90825688073394,medium,BIGPINET 138KV - GARRNJCT 138KV (BIGPINET 138 KV BIG-GAR) | L500.Keystone-SouthBend.5001(513),85.1063829787234,medium
ENTRPRIS230 KV  2186A | ACTUAL,ENTRPRIS_230 KV_2186A:ACTUAL,79.24528301886792,low,PEACHTAP230 KV  2SU | BASE,54.166666666666664,weak
CHESTNT_115KV1001E_1_LN | L500.BRUNSWICKSWITCHINGSTATIONHERITAGE-WAKE.570,CHESTNT_115 KV_1024A:L500.BrunswickSwitchingStationHeritage-Wake.570,90.1639344262295,high,CHESTNT 115KV - WHITAKER 115KV (CHESTNT 115 KV 1001E) | L500.BrunswickSwitchingStationHeritage-Wake.570,88.59060402684564,medium
CHEROKE169 KV   CHE-MILT | L230.COLUMBIA-MONTOUR,CHEROKE1_69 KV_CHE-DAN2:L230.Columbia-Montour,80.45977011494253,medium,CHEROKE169 KV   CHE-MILT | L230.Columbia-Montour,100.0,high
LADYSMCT230 KV  LAD-SUMM | L230.LADYSMITH-LADYSMITHCT.2089 + LADYSMTH.T1&T2,LADYSMCT_230 KV_LAD-SUMM:L230.Ladysmith-LadysmithCT.2089 + LadySmth.T1&T2,92.0863309352518,high,LADYSMCT 230KV - SUMMITDP 230KV (LADYSMCT 230 KV LAD-SUMM) | L230.Ladysmith-LadysmithCT.2089 + LadySmth.T1&T2,88.70967741935483,medium
SNOWYCRE_T1_1381_XF | ACTUAL,SCADIZ_138 KV_T1_XF:ACTUAL,74.50980392156863,low,SCADIZ  138 KV  T1_XF | BASE,57.142857142857146,weak
SPORNAEP 138 KV SPORNAEP-GAVINAEP | ACTUAL,SPORNAEP_138 KV_SPO-GAV1:ACTUAL,86.66666666666667,medium,SPORNAEP 138KV - GAVINAEP 138KV (SPORNAEP 138 KV SPO-GAV1) | BASE,86.79245283018868,medium
DOUBS_500KVDOU-GOO_1_LN | L500.LOUDOUN-MORRISVILLE.569,DOUBS_500 KV_DOU-GOO:L500.Loudoun-Morrisville.569,92.15686274509804,high,DOUBS 500KV - GOOSECRE 500KV (DOUBS 500 KV DOU-GOO) | L500.Loudoun-Morrisville.569,88.28828828828829,medium
101 ITAS345 KV  TR82CT-P | ACTUAL,115 BEDF_345 KV_TR82CT-P:ACTUAL,81.35593220338983,medium,101 ITAS345 KV  TR82CT-P | BASE,89.79591836734694,medium
11904   138 KV  11904 5 | ACTUAL,11904_138 KV_11904 5:ACTUAL,100.0,high,969 ECOG 138KV - 11904 138KV (11904 138 KV 11904 5) | BASE,78.78787878787878,low
COLLIER 138 KV COLLIER-ELWYN Z-62 | ACTUAL,COLLIER_138 KV_COL-ELW2:ACTUAL,83.33333333333333,medium,COLLIER 138KV - ELWYN 138KV (COLLIER 138 KV COL-ELW) | L138.Brunot Island-Collier.Z-41,80.76923076923077,medium
HAVILAND69 KV   HAV-NVA | ACTUAL,HAVILAND_69 KV_HAV-NVA:ACTUAL,83.63636363636364,medium,HAVILAND 69KV - NVANWERT 69KV (HAVILAND 69 KV HAV-NVA) | BASE,61.29032258064516,weak
SIEGFRIE_T5_2305_XF | L500.BREINIGSVILLE-WESCOSVILLE.5044,SIEGFRIE_230 KV_5:L500.Breinigsville-Wescosville.5044,93.45794392523365,high,HARWOOD 230KV - SIEGFRIE 230KV (HARWOOD 230 KV HAR-SIE) | L500.Breinigsville-Wescosville.5044,88.88888888888889,medium
CLOVERD2765 KV  T17 | 765/500.CLOVERDALE.T14,CLOVERD2_765 KV_T17:765/500.Cloverdale.T14,86.41975308641975,medium,CLOVERD2765 KV  . 10 | 765/500.Cloverdale.T14,96.20253164556962,high
LEEAEP_138KVLEE-ROSE_1_LN | ACTUAL,LEEAEP_138 KV_LEE-ROSE:ACTUAL,87.09677419354838,medium,LEEAEP 138KV - ROSEWOOD 138KV (LEEAEP 138 KV LEE-ROSE) | BASE,63.768115942028984,weak
HOMEDEPT138 KV  HOM-LEM | L345.DOWLING-LEMOYNE,HOMEDEPT_138 KV_HOM-LEM:L345.Dowling-Lemoyne,87.05882352941177,medium,LEMOYNE2 138KV - HOMEDEPT 138KV (HOMEDEPT 138 KV HOM-LEM) | TEMP:L345.Lemoyne-Midway.Lemoyne-Dowling,80.0,medium
SNOWYCRE138 KV  SNO-SNOW | L138.SULPHURCITY-PARRRUN,SNOWYCRE_138 KV_SNO-SNOW:L138.SulphurCity-ParrRun,88.42105263157895,medium,SNOWYTAP 138KV - SNOWYCRE 138KV (SNOWYCRE 138 KV SNO-SNOW) | L138.SulphurCity-ParrRun,82.5,medium
WHITAKER115 KV  1001B | L230.EARLEYS-NHAMPTON-CAROLINA.2012,WHITAKER_115 KV_1001B:L230.Earleys-NHampton-Carolina.2012,90.09009009009009,high,WHITAKER 115KV - CONSLDSL 115KV (WHITAKER 115 KV 1001B) | L230.Earleys-NHampton-Carolina.2012,85.41666666666667,medium
AQUAHAR_230KVAQU-GAR1_1_LN | L500.DOUBS-GOOSECREEK.514,AQUAHAR_230 KV_AQU-GAR1:L500.Doubs-GooseCreek.514,92.15686274509804,high,AQUAHAR 230KV - GARRSNV 230KV (AQUAHAR 230 KV AQU-GAR1) | L500.Doubs-GooseCreek.514,89.0909090909091,medium
TRENTON2_138KVTRE-COL1_1_LN | ACTUAL,TRENTON2_138 KV_TRE-COL1:ACTUAL,87.87878787878788,medium,COLLEGEC 138KV - TRENTON2 138KV (TRENTON2 138 KV TRE-COL1) | BASE,68.4931506849315,weak
CUTHBERT230 KV  CUT-GLOC | ACTUAL,CUTHBERT_230 KV_CUT-GLOC:ACTUAL,81.35593220338983,medium,CUTHBERT230 KV  CUT-GLOC | L230.Gloucester-CuthbertBlvd.D-2282,86.27450980392157,medium
SNOWYCRE138 KV  SNO-SNOW | L138.JUNCTION-PARRRUN.AJ-4,SNOWYCRE_138 KV_SNO-SNOW:L138.Junction-ParrRun.AJ-4,88.88888888888889,medium,SNOWYTAP 138KV - SNOWYCRE 138KV (SNOWYCRE 138 KV SNO-SNOW) | L138.Junction-ParrRun.AJ-4,83.33333333333333,medium
MIDDLJCT 115 KV MIDDLJCT-YORKHAVE 977-1 | L115.WESTGATE-SMITHJCT-YORKINC.967,MIDDLJCT_115 KV_MID-YOR8:Smith Jct. 115 kV line (WestGate-SmithSt-YorkInc),72.44094488188976,low,MIDDLJCT 115KV - YORKHAVE 115KV (MIDDLJCT 115 KV MID-YOR7) | L115.WestGate-SmithJct-YorkInc.967,95.08196721311475,high
CANALAEP138 KV  CAN-MOU1 | L138.BEATTY-MCCOMB,CANALAEP_138 KV_CAN-MOU1:L138.Beatty-McComb,86.74698795180723,medium,MOUND 138KV - CANALAEP 138KV (CANALAEP 138 KV CAN-MOU1) | L138.Beatty-McComb,80.89887640449439,medium
GWYNNBRO115 KV  GWY-MAY8 | L230.GRACETON-BAGLEY-RAPHAELROAD.2313,GWYNNBRO_115 KV_GWY-MAY8:L230.Graceton-Bagley-RaphaelRoad.2313,90.9090909090909,high,GWYNNBRO 115KV - MAYSCHAP 115KV (GWYNNBRO 115 KV GWY-MAY8) | L230.Graceton-Bagley-RaphaelRoad.2313,86.79245283018868,medium
DOUBS_500KVDOU-GOO_1_LN | L500.MIDLOTHIAN-NORTHANNA.576,ELMONT4_500 KV_TX1:L500.Midlothian-NorthAnna.576,76.3157894736842,low,DOUBS 500KV - GOOSECRE 500KV (DOUBS 500 KV DOU-GOO) | L500.Midlothian-NorthAnna.576,88.49557522123894,medium
AMOS 345 KV AMOS 7-P XFORMER | 765/345.AMOS.T5,AMOS_345 KV_7-P:AMOS 765-345KV XF #5,87.8048780487805,medium,AMOS 345KV - AMOS 1KV (AMOS 345 KV 7-P) | 765/345.Amos.T5,92.5925925925926,high
FRUITLAN69 KV   FRT-LOR | ACTUAL,FRUITLAN_69 KV_FRT-LOR:ACTUAL,83.63636363636364,medium,FRUITLAN69 KV   FRT-PEM | L138.NewChurch-PineyGrove.13764,74.4186046511628,low
BIGPINET_138KVBIG-KIS_1_LN | ACTUAL,BIGPINET_138 KV_BIG-KIS:ACTUAL,87.5,medium,KISKIVAL 138KV - BIGPINET 138KV (BIGPINET 138 KV BIG-KIS) | L115.Eclipse-Piney.1038,71.11111111111111,low
HOMERCIT_230KVHOM-SHE_1_LN | L345.HANDSOMELAKE-ARMSTRONG,HOMERCIT_230 KV_HOM-SHE:L345.HandsomeLake-Armstrong,92.45283018867924,high,SHELOCTA 230KV - HOMERCIT 230KV (HOMERCIT 230 KV HOM-SHE) | L345.HandsomeLake-Armstrong,88.69565217391305,medium
HAVILAND69 KV   HAV-NVA | L345.EASTLIMA-MADDOXCREEK,HAVILAND_69 KV_HAV-NVA:L345.EastLima-MaddoxCreek,90.3225806451613,high,HAVILAND 69KV - NVANWERT 69KV (HAVILAND 69 KV HAV-NVA) | L345.EastLima-MaddoxCreek,84.31372549019608,medium
LOGANSFE_138KVLOG-UNI_1_LN | L500.CABOT-CRANBERRY,CABOT_138 KV_CAB-CAB:L500.Cabot-Cranberry,80.0,medium,LOGANSFE 138KV - UNIVERSA 138KV (LOGANSFE 138 KV LOG-UNI) | L500.Cabot-Cranberry,89.10891089108911,medium
OTTER_138KVOTT-ALT1_1_LN | 765/138.JOSHUAFALLS.1,OTTER_138 KV_OTT-ALT1:765-138.Joshua Falls.1,76.40449438202248,low,ALTAVSTA 138KV - OTTER 138KV (OTTER 138 KV OTT-ALT1) | 765/138.JoshuaFalls.1,84.5360824742268,medium
BLANCO  69 KV   BLA-NEWM | ACTUAL,BLANCO_69 KV_BLA-NEWM:ACTUAL,100.0,high,BLANCO 69KV - NEWMERED 69KV (BLANCO 69 KV BLA-NEWM) | 230/138.CedarCreek.AT20,85.1063829787234,medium
EBERSOLE138 KV  EBE-FOS2 | L345.EASTLIMA-SOUTHWESTLIMA,EBERSOLE_138 KV_EBE-FOS2:L345.EastLima-SouthWestLima,89.10891089108911,medium,FOSTORIA 138KV - EBERSOLE 138KV (EBERSOLE 138 KV EBE-FOS2) | L345.EastLima-SouthWestLima,83.72093023255815,medium
SCOTTSVI 138 KV SCOTTSVI-BREMO_VP | L500.DOOMS-CUNNINGHAM.534,SCOTTSVI_138 KV_SCO-BRE1:L500.Dooms-Cunningham.534,91.83673469387755,high,BREMO4 138KV - SCOTTSVI 138KV (SCOTTSVI 138 KV SCO-BRE1) | L500.Dooms-Cunningham.534,89.88764044943821,medium
HAYNIE 115 KV HAY-PIN | ACTUAL,HAYNIE_115 KV_HAY-PIN:ACTUAL,100.0,high,PINEY 115KV - HAYNIE 115KV (HAYNIE 115 KV HAY-PIN) | L115.Eclipse-Piney.1038,85.1063829787234,medium
FTSLOCUM69 KV   FTS-TAK7 | ACTUAL,FTSLOCUM_69 KV_FTS-TAK7:ACTUAL,84.21052631578948,medium,FTSLOCUM69 KV   FTS-TAK7 | L230.Burtonsville-MetzerottRoad-Takoma.23041/23019,85.71428571428571,medium
SHICKSVI138 KV  SHI-SOWR | L765.MARYSVILLE-SORENSON,SHICKSVI_138 KV_SHI-SOWR:L765.Marysville-Sorenson,88.42105263157895,medium,SOWERS 138KV - SHICKSVI 138KV (SHICKSVI 138 KV SHI-SOWR) | L765.Marysville-Sorenson,82.5,medium
HARWOOD_T2_2305_XF | 230/69.HARWOOD.T6,HARWOOD_230 KV_5:230/69.Harwood.T6,83.01886792452831,medium,HARWOOD 230KV - HARWOOD 69KV (HARWOOD 230 KV 5) | 230/69.Harwood.T6,79.3103448275862,low
GILBERT_115KVGIL-GLEN_1_LN | L230.GILBERT-SPRINGFIELD,GILBERT_115 KV_GIL-GLEN:L230.Gilbert-Springfield,90.47619047619048,high,GLENDON 115KV - GILBERT 115KV (GILBERT 115 KV GIL-GLEN) | L230.Gilbert-Springfield,89.13043478260869,medium
ERIES 345 KV ERIES 5 TX 3 XFORMER | ACTUAL,ERIES_345 KV_5 TX 3:ACTUAL,100.0,high,ERIES 345KV - ERIES 230KV (ERIES 345 KV 5 TX  3) | BASE,88.52459016393442,medium
BASINRD 69 KV   BAS-WES | ACTUAL,BASINRD_69 KV_BAS-WES:ACTUAL,100.0,high,BASINRD 69KV - WESTDPL 69KV (BASINRD 69 KV BAS-WES) | BASE,85.1063829787234,medium
RICHLND_138KVRIC-WAUS_1_LN | ACTUAL,RICHLND_138 KV_RIC-WAUS:ACTUAL,87.5,medium,RICHLND 138KV - WAUSEON 138KV (RICHLND 138 KV RIC-WAUS) | BASE,71.42857142857143,low
SALTSPRG_138KVSAL-MAS1_1_LN | L500.SOUTHBEND-YUKON,SALTSPRG_138 KV_SAL-MAS1:L500.SouthBend-Yukon,91.48936170212767,high,SALTSPRG 138KV - MASURY 138KV (SALTSPRG 138 KV SAL-MAS1) | L500.SouthBend-Yukon,85.14851485148515,medium
CAPITALA138 KV  CAP-TWI | L138.TWINBRANCH-BEECHROAD-COUNTYROAD,CAPITALA_138 KV_CAP-TWI:L138.TwinBranch-BeechRoad-CountyRoad,90.5982905982906,high,TWINBRAN 138KV - CAPITALA 138KV (CAPITALA 138 KV CAP-TWI) | L138.TwinBranch-BeechRoad-CountyRoad,86.27450980392157,medium
GRANDPT 138 KV GRANDPT-GUILFORD | 230/115.LEWISTOWN.T3,GRANDPT_138 KV_GRA-LET:230/115.Lewistown.T3,89.47368421052632,medium,GUILFORD 138KV - GRANDPT 138KV (GRANDPT 138 KV GRA-GUI) | 230/115.Lewistown.T3,100.0,high
BRIGHTON230 KV  BRI-MTZ2 | ACTUAL,BRIGHTON_230 KV_BRI-MTZ2:ACTUAL,81.35593220338983,medium,BRIGHTON230 KV  BRI-BUR4 | L500.Brighton-Waugh Chapel,73.91304347826087,low
CRANESCR230 KV  TX1 | ACTUAL,CRANESCR_230 KV_TX1:ACTUAL,77.55102040816327,low,FRDRKSBG230 KV  TX7 | AQUIA   230 KV  TX1     CMPTRAFODUMMY   CRANESCR230 KV  TX1     CMPTRAFODUMMY   CRANESCR230 KV  TX2,82.92682926829268,medium
KANAWHAR_138KVKAN-KIN1_1_LN | L765.CULLODEN-WYOMING,KANAWHAR_138 KV_KAN-KIN1:Culloden - Wyoming 765,88.42105263157895,medium,KANAWHAR 138KV - KINCAIDA 138KV (KANAWHAR 138 KV KAN-KIN1) | L765.Culloden-Wyoming,89.52380952380952,medium
SANDERSO138 KV  SAN-08C | L230.LANEXA-CHICKAHOMINY.2024,SANDERSO_138 KV_SAN-08C:L230.Lanexa-Chickahominy.2024,89.32038834951456,medium,08CADIZ 138KV - SANDERSO 138KV (SANDERSO 138 KV SAN-08C) | L230.Lanexa-Chickahominy.2024,84.0909090909091,medium
EWOOSTER_138KVEWO-MINE_1_LN | ACTUAL,EWOOSTER_138 KV_EWO-MINE:ACTUAL,87.87878787878788,medium,EWOOSTER 138KV - MINERALS 138KV (EWOOSTER 138 KV EWO-MINE) | BASE,71.23287671232876,low
HOOVERSV_115KVHOO-TOW_1_LN | ACTUAL,HOOVERSV_115 KV_HOO-TOW:ACTUAL,87.5,medium,TOWER51 115KV - HOOVERSV 115KV (HOOVERSV 115 KV HOO-TOW) | BASE,68.57142857142857,weak
ROCKPWKS_T2_7658_XF | ACTUAL,ROCKPWKS_765 KV_8:ACTUAL,81.63265306122449,medium,ROCKPWKS 765KV - ROCKPWKS 138KV (ROCKPWKS 765 KV 8) | BASE,56.60377358490566,weak
GARDNERS_115KVGAR-TEX_1_LN | L115.CLY-ES3CONEW-RAINTREE-SMITHST,GARDNERS_115 KV_GAR-TEX:L115.Cly-ES3CONEW-Raintree-SmithSt,93.33333333333333,high,TEXSEAST 115KV - GARDNERS 115KV (GARDNERS 115 KV GAR-TEX) | L115.Cly-ES3CONEW-Raintree-SmithSt,89.92248062015504,medium
UNIONCMP115 KV  93C | L115.PECAN-CAROLINA.1010,UNIONCMP_115 KV_93C:L115.Pecan-Carolina.1010,87.05882352941177,medium,FRANKLI4 115KV - UNIONCMP 115KV (UNIONCMP 115 KV 93C) | L115.Pecan-Carolina.1010,80.0,medium
MORGANTO_T1_230T2_XF | ACTUAL,MORGANTO_230 KV_T1:ACTUAL,86.27450980392157,medium,MORGANTO 230KV - MORGANTO 69KV (MORGANTO 230 KV T1) | BASE,62.96296296296296,weak
MIDDLJCT 115 KV MIDDLJCT-YORKHAVE 978-1 | L115.WESTGATE-SMITHJCT-YORKINC.967,MIDDLJCT_115 KV_MID-YOR8:Smith Jct. 115 kV line (WestGate-SmithSt-YorkInc),72.44094488188976,low,MIDDLJCT 115KV - YORKHAVE 115KV (MIDDLJCT 115 KV MID-YOR7) | L115.WestGate-SmithJct-YorkInc.967,95.08196721311475,high
TWINBRAN345 KV  T-6 | L765.DUMONT-SORENSON,TWINBRAN_345 KV_T-6:L765.Dumont-Sorenson,85.71428571428571,medium,TWINBRAN 345KV - TWINBRAN 138KV (TWINBRAN 345 KV T-6) | L765.Dumont-Sorenson,79.51807228915663,low
BENTONHA138 KV  BEN-CRY1 | 345/138.OLIVE.T2(SCTNLZ),BENTONHA_138 KV_BEN-CRY1:345/138.Olive.T2(Sctnlz),88.17204301075269,medium,BENTONHA 138KV - CRYSTAL 138KV (BENTONHA 138 KV BEN-CRY1) | 345/138.Olive.T2,80.85106382978724,medium
