market_constraint,dayzer_constraint,dayzer_score,dayzer_confidence,pano_constraint,pano_score,pano_confidence
BERGEN 138 KV BERGEN-ERUTHERF R-1344 | 230/138.BERGEN.T220-4,BERGEN_138 KV_BER-ERU:230/138.Bergen.T220-4,87.09677419354838,medium,ERUTHERF 138KV - BERGEN 138KV (BERGEN 138 KV BER-ERU) | 230/138.Bergen.T220-4,91.13924050632912,high
MONTVALE69 KV   MON-PEA | 345/138.SOUTHMAHWAH.BK258,MONTVALE_69 KV_MON-PEA:345/138.SouthMahwah.BK258,90.3225806451613,high,PEARLRIV 69KV - MONTVALE 69KV (MONTVALE 69 KV MON-PEA) | 345/138.SouthMahwah.BK258,84.31372549019608,medium
REFORM  138 KV  NNE-REF | ACTUAL,REFORM_138 KV_NNE-REF:ACTUAL,100.0,high,REFORM 138KV - NNEWARK 138KV (REFORM 138 KV NNE-REF) | BASE,85.1063829787234,medium
SALTSPRG 138 KV SALTSPRG-MASURY | 345/138.SHENANGO.T2,SALTSPRG_138 KV_SAL-MAS1:L138.Masury-Shenango,84.70588235294117,medium,SALTSPRG 138KV - MASURY 138KV (SALTSPRG 138 KV SAL-MAS1) | 345/138.Shenango.T2,100.0,high
AQUAHAR_230KV252B_1_LN | L500.MIDLOTHIAN-NORTHANNA.576,AQUAHAR_230 KV_252B:L500.Midlothian-NorthAnna.576,92.15686274509804,high,AQUAHAR 230 KV  2119 | L500.Midlothian-NorthAnna.576,88.23529411764706,medium
CLAYMONT 69 KV CLAYMONT-NAAMANS 6834 | L500.KEENEY-ROCKSPRINGS.5025,CLAYMONT_230 KV_AT21:L500.Keeney-RockSprings.5025,87.05882352941177,medium,NAAMANS 69KV - CLAYMONT 69KV (CLAYMONT 69 KV CLA-NAA) | L500.Keeney-RockSprings.5025,95.23809523809524,high
O-FALLON-PORTER ROAD - KREN 138 L/O BEEHIVE-CAHOKIA 345 | CAHOKIA 345-BEEHIVE 345,KREN_138 KV_KRE-PORT:CAHOKIA 345-BEEHIVE 345,76.19047619047619,low,KREN 138KV - PORTR R3 138KV (KREN 138 KV KRE-PORT) | CAHOKIA 345-BEEHIVE 345,78.78787878787878,low
HIGHLAOE138 KV  HIG-COM1 | ACTUAL,HIGHLAOE_138 KV_HIG-COM1:ACTUAL,81.35593220338983,medium,HIGHLAOE138 KV  HIG-SAL1 | BASE,78.57142857142857,low
BARTONVI 138 KV BARTONVI-MEADOWBR MSW1 | L500.LOUDOUN-MEADOWBROOK.5535,BARTONVI_138 KV_BAR-STE:L500.Loudoun-Meadowbrook (TRAIL),84.78260869565217,medium,BARTONVI-MEADOWBR MSW1      B  138 KV | L500.Loudoun-Meadowbrook.5535,100.0,high
BATERYHT230 KV  2011A | ACTUAL,BATERYHT_230 KV_2011A:ACTUAL,79.24528301886792,low,BRAMBLET230 KV  2094A | BASE,60.0,weak
HAZARD  161 KV  3 | ACTUAL,HAZARD_161 KV_3:ACTUAL,100.0,high,HAZARD 161KV - HAZARD 138KV (HAZARD 161 KV 3) | BASE,80.0,medium
ASHBURN-COCHRANM 227A | L230.BEAUMEAD-ASHBURN-PLEASANTVIEW.274,ASHBURN_230 KV_227B:L230.Beaumead-Ashburn-PleasantView.274,87.35632183908046,medium,ASHBURN-COCHRANM 227A | L230.Beaumead-Ashburn-PleasantView.274,100.0,high
CANTONCE 138 KV CANTONCE-CLOVEROE | DTX138.TORREY.T2,CANTONCE_138 KV_CAN-CLO1:DTX138.Torrey.T2,87.5,medium,CANTONCE 138KV - CLOVEROE 138KV (CANTONCE 138 KV CAN-CLO1) | DTX138.Torrey.T2,100.0,high
RPMONE - MADDOX CREEK 345 KV L/O MARYSVILLE - SORENSON 765KV | MARYSVILLE-SORENSON 765 KV,SORENSON_765 KV_XF3:L765.Marysville-Sorenson,84.7457627118644,medium,SORENSON 765KV - SORENSON 345KV (SORENSON 765 KV XF3) | L765.Marysville-Sorenson,87.32394366197182,medium
BERGEN 230 KV BERGEN-LEONIA T-2272 | L230.BERGEN-LEONIA.K-2289,ATHENIA_230 KV_ATH-BEL:L230.Bergen-Leonia.T-2272,89.85507246376811,medium,SADDLEBR 230KV - MAYWOOD 230KV (MAYWOOD 230 KV MAY-SAD) | L230.Bergen-Leonia.K-2289,89.85507246376811,medium
PIERC_DK345 KV  PIE-PIE2 | ACTUAL,PIERC_DK_345 KV_PIE-PIE2:ACTUAL,91.52542372881356,high,PIERC_DK345 KV  PIE-PIE1 | L345.East Bend-Terminal,73.91304347826087,low
JUNIATA 500 KV JUNIATA 1 XFORMER | ACTUAL,JUNIATA_500 KV_1:ACTUAL,100.0,high,TMI 500KV - TMI 230KV (TMI 500 KV 1 BANK) | DBL: Conastone-PeachBot+ Juniata #1 500/230kv Tx,88.52459016393442,medium
HAVILAND69 KV   HAV-PAU | L138.ALLENIM-TILLMAN-TIMBERROAD,HAVILAND_69 KV_HAV-PAU:L138.AllenIM-Tillman-TimberRoad,91.42857142857143,high,HAVILAND 69KV - PAULDING 69KV (HAVILAND 69 KV HAV-PAU) | L138.AllenIM-Tillman-TimberRoad,85.71428571428571,medium
STURGIS 69 KV STURGIS-HOWE TIE | L138.EASTELKHART-MOTTVILLE,STURGIS_69 KV_STU-HOW1:L138.Corey-Mottville,78.26086956521739,low,HOWE 69KV - STURGIS 69KV (STURGIS 69 KV STU-HOW1) | L138.EastElkhart-Mottville,95.65217391304348,high
KYGERCRE345 KV  KYG-DOE4 | L345.KYGERCREEK-MARQUIS,KYGERCRE_345 KV_KYG-DOE4:L345.KygerCreek-Marquis,88.17204301075269,medium,KYGERCRE 345KV - DOEX530 345KV (KYGERCRE 345 KV KYG-DOE4) | L345.KygerCreek-Marquis,82.05128205128204,medium
NMESHOPP 230 KV 4TX  XFORM  L  115 KV | L230.LACKAWANNA-LACK.EC + LACKAWANNA.EC.CC,NMESHOPP_230 KV_4 TX:L230.Lackawanna-Lack.EC + Lackawanna.EC.CC,85.41666666666667,medium,NMESHOPP 230KV - NMESHOPP 115KV (NMESHOPP 230 KV 4 TX) | L230.Lackawanna-Lack.EC + Lackawanna.EC.CC,90.0,high
CHEOAHH413.8 KV CHE-CHO1 | ACTUAL,CHESTER_69 KV_CHE-SCO:ACTUAL,70.17543859649123,low,CHEOAHH413.8 KV CHE-CHO1 | BASE,90.19607843137254,high
KELLAM  69 KV   KEL-WEI | ACTUAL,KELLAM_69 KV_KEL-RED:ACTUAL,92.3076923076923,high,KELLAM  69 KV   KEL-WEI | BASE,88.37209302325581,medium
TANNERSC 345 KV TANNERSC-EBEND | ACTUAL,TANNERSC_345 KV_5-P:ACTUAL,91.30434782608695,high,DEARBORN 345KV - TANNERSC 345KV (TANNERSC 345 KV TAN-DEA1) | TEMP.TannersCrek-MiamiFort+EBend-Terminal,85.1063829787234,medium
CUMB PL 230 KV CUMB PL-JUNIATA 2235 | 500/230.LAUSCHTOWN.T3,CUMB PL_230 KV_CUM-JUN:500/230.Lauschtown.T3,89.74358974358974,medium,JUNIATA 230KV - CUMB PL 230KV (CUMB PL 230 KV CUM-JUN) | 500/230.Lauschtown.T3,94.50549450549451,high
ROCKCREEK - BEAVERCHANNEL 161 KV L/O QUADCITY - SUB91 345 KV | L345.QUADCITIES-SUB91.0401,ROCK CRE_345 KV_TR21:L345.QuadCities-Sub91.0401,82.05128205128204,medium,ROCK CRE 345KV - ROCK CRE 161KV (ROCK CRE 345 KV TR21) | L345.QuadCities-Sub91.0401,84.44444444444444,medium
HUMMELCR138 KV  HUM-GRE1 | L765.DUMONT-SORENSON,HUMMELCR_138 KV_HUM-GRE1:L765.Dumont-Sorenson,87.35632183908046,medium,GREENTO2 138KV - HUMMELCR 138KV (HUMMELCR 138 KV HUM-GRE1) | L765.Dumont-Sorenson,80.55555555555556,medium
SHEFFIELD - AMOCO 138 KV L/O DUMONT - WILTONCENTER 765 KV | DUMONT-WILTON CENTER 765KV,CHAMP T3_138 KV_1592 2:Dumont-Wilton Center 765kV,80.0,medium,Michigan City-Trail Creek 138 kV l/o Wilton Center-Dumont 765 kV | L765.Dumont-WiltonCenter.11215,85.96491228070175,medium
ALLDAM6 138 KV ALLDAM6-KITTANNI SP-KT | 345/138.ASHTABULA.TR4,ALLDAM6_138 KV_ALL-KIT:345/138.Ashtabula.TR4,89.74358974358974,medium,KITTANNI 138KV - ALLDAM6 138KV (ALLDAM6 138 KV ALL-KIT) | 345/138.Ashtabula.TR4,93.61702127659575,high
EBEND - TERMINAL 4516 L/O L345.TANNERSCREEK-DEARBORN.1 | L345.TANNERSCREEK-DEARBORN.1,EBEND_345 KV_EBE-TER1:L345.TannersCreek-Dearborn.1,83.16831683168317,medium,EBEND 345KV - TERMINAL 345KV (EBEND 345 KV EBE-TER1) | L345.TannersCreek-Dearborn.1,90.52631578947368,high
BAIR 115 KV BAIR-JACK ME 969-2 | ACTUAL,JACK ME_115 KV_4 BA-S:ACTUAL,85.1063829787234,medium,JACK ME 115KV - BAIR 115KV (BAIR 115 KV BAI-JAC) | BASE,74.19354838709677,low
BLMNTDOM230 KV  2180 | L230.GOOSECREEK-ASHBURN-BEAUMEADE.227,BLMNTDOM_230 KV_2180:L230.GooseCreek-Ashburn-Beaumeade.227,90.26548672566372,high,BLMNTDOM 230KV - PLEASNTV 230KV (BLMNTDOM 230 KV 2180) | L230.GooseCreek-Ashburn-Beaumeade.227,85.71428571428571,medium
WMORELN4230 KV  TX1 | ACTUAL,WMORELN4_230 KV_TX1:ACTUAL,77.55102040816327,low,CANNONBR230 KV  TX1 | BASE,60.869565217391305,weak
DOUGLAS - FRANCISCO 345 KV L/O POSEYVILLE EAST - AB BROWN 345 KV | AB BROWN - POLYEAST 345 KV,DOUGLAS2_345 KV_DOU-FRCS:AB Brown - Polyeast 345 kV,71.875,low,Gibson - Francisco 345 kV l/o AB Brown - Gibson 345 kV | Gibson-AB Brown 345 kV,88.88888888888889,medium
SHENANGO138 KV  SHE-MAS1 | ACTUAL,SHENANGO_138 KV_SHE-MAS1:ACTUAL,81.35593220338983,medium,SHENANGO 138KV - MASURY 138KV (SHENANGO 138 KV SHE-MAS1) | BASE,62.5,weak
12 DRESD 345 KV 12 DRESDEN 45TR83 CT | 345/138.1LASALLE.TR81 R,12 DRESD_345 KV_TR83CT-P:345/138.1Lasalle.TR81 R,89.41176470588235,medium,12 DRESD 345KV - 12 DRESD 1KV (12 DRESD 345 KV TR83CT-P) | 345/138.1Lasalle.TR81 R,85.3932584269663,medium
MITTAL 2 - ROXANA 138 KV L/O SHEFFIELD - CALUMET 138 KV | SHEFFIELD - CALUMET 138 KV,MITCHYRD_138 KV_MIT-MIT2:Sheffield - Calumet 138 kV,71.875,low,Sheffield-Calumet 138 kV l/o Sheffield-Marktown 138 kV | Sheffield-Marktown 138,81.92771084337349,medium
ELMONT4 500 KV ELMONT4 TX2 XFORMER | L500 CHICKAHOMINY-ELMONT.557A(SCTNLZ),ELMONT4_500 KV_TX1:557A LINE: Chickahominy-Elmont 500 kV Sectionalize,80.95238095238095,medium,ELMONT4 500KV - ELMONT4 230KV (ELMONT4 500 KV TX2) | L500 Chickahominy-Elmont.557A(Sctnlz),94.73684210526315,high
CARL_PN_115KVCAR-GAR_1_LN | 230/115.LEWISTOWN.T3,CARL PN_115 KV_CAR-GAR:230/115.Lewistown.T3,91.11111111111111,high,GARDNERS 115KV - CARL PN 115KV (CARL PN 115 KV CAR-GAR) | 230/115.Lewistown.T3,88.88888888888889,medium
LOCKHART138 KV  CLI-LOC | ACTUAL,LOCKHART_138 KV_CLI-LOC:ACTUAL,80.7017543859649,medium,CLINCHRI 138KV - LOCKHART 138KV (LOCKHART 138 KV CLI-LOC) | BASE,62.5,weak
BATTLEBO115 KV  1014A | L230.CHINQUAPIN-EVERETTS.2160,BATTLEBO_115 KV_1014A:L230.Chinquapin-Everetts.2160,88.88888888888889,medium,HATHAWAY 115KV - BATTLEBO 115KV (BATTLEBO 115 KV 1014A) | L230.Chinquapin-Everetts.2160,83.33333333333333,medium
BLMNTDOM230 KV  201 | L500.BRAMBLETON-GOOSECREEK.558,BLMNTDOM_230 KV_2180:L500.Brambleton-GooseCreek.558,85.71428571428571,medium,BLMNTDOM230 KV  201 | L500.Brambleton-GooseCreek.558,100.0,high
SPORNAEP-KYGERCRE TIE B 345 KV | L765.MARYSVILLE-SORENSON,KYGERCRE_345 KV_KYG-DOE3:L765.Marysville-Sorenson,89.65517241379311,medium,SPORNAEP 345KV - KYGERCRE 345KV (SPORNAEP 345 KV SPO-KYG1) | L765.Marysville-Sorenson,94.11764705882354,high
PLEASNTV 203T274      CB    230 KV | L500.BURCHESHILL-POSSUMPOINT.560,CLBHOUSE_230 KV_TX1:L500.BurchesHill-PossumPoint.560,85.3932584269663,medium,PLEASNTV 230KV - ASHBURN 230KV (PLEASNTV 230 KV 274D) | L500.BurchesHill-PossumPoint.560,89.83050847457628,medium
CONEMAUG115 KV CNM-SEW | ACTUAL,CONEMAUG_115 KV_CNM-SEW:ACTUAL,80.7017543859649,medium,SEWARD 115KV - CONEMAUG 115KV (CONEMAUG 115 KV CNM-SEW) | BASE,58.064516129032256,weak
EASTON 138 KV EASTON AT-1 XFORMER | ACTUAL,EASTON_138 KV_AT-1:ACTUAL,100.0,high,EASTON   AT-1     XFORMER   H  138 KV | L138.Steele-Hillsboro-WyeMills.13761/13788,89.23076923076923,medium
PRGEORGE230 KV  TX1 | L230.CARSON-POE.2002 (SCTNLZ),PRGEORGE_230 KV_TX1:L230.Carson-Poe.2002 (Sctnlz),87.91208791208791,medium,PRGEORGE 230KV - PRGEORGE 115KV (PRGEORGE 230 KV TX1) | L230.Carson-Poe.2002 (Sctnlz),82.4742268041237,medium
ELDRED 230 KV ELDRED-SUNBURY | ACTUAL,ELDRED_230 KV_1:ACTUAL,95.0,high,SUNBURY 230KV - ELDRED 230KV (ELDRED 230 KV ELD-SUN) | L230.Columbia-Montour+230/69.Columbia.T2,85.1063829787234,medium
BLANCO_69KVBLA-NEWM_1_LN | 230/138.CEDARCREEK.AT20,BLANCO_69 KV_BLA-NEWM:230/138.CedarCreek.AT20,91.48936170212767,high,BLANCO 69KV - NEWMERED 69KV (BLANCO 69 KV BLA-NEWM) | 230/138.CedarCreek.AT20,89.32038834951456,medium
NMESHOPP 230 KV 4TX  XFORM  H  230 KV | L230.EASTTOWANDA-CANYON-NMESHOPPEN,NMESHOPP_230 KV_4 TX:L230.EastTowanda-Canyon-NMeshoppen,90.3225806451613,high,NMESHOPP 115KV - NMESHOPP 230KV (NMESHOPP 230 KV 4 TX) | L230.EastTowanda-Canyon-NMeshoppen,89.0909090909091,medium
16 WAUKE345 KV  TR83CT-P | ACTUAL,16 WAUKE_345 KV_TR83CT-P:ACTUAL,81.35593220338983,medium,111 ELEC345 KV  TR83CT-P | BASE,67.85714285714286,weak
DARLEYRD 69 KV DARLEYRD-NAAMANS 6835 | ACTUAL,DARLEYRD_69 KV_DAR-NAA:ACTUAL,83.33333333333333,medium,NAAMANS 69KV - DARLEYRD 69KV (DARLEYRD 69 KV DAR-NAA) | 230/138.Edgemoor.AT20,77.77777777777777,low
CORPORAT138 KV  COR-HAR | ACTUAL,CORPORAT138 KV BUR-COR ACTUAL,92.85714285714286,high,CORPORAT138 KV  BUR-COR | BASE,79.06976744186046,low
7713 138 KV 7713 2 | 138L7413 KEWANEE-CRESCENT RIDGE 138 KV LINE,81 TOULO_138 KV_0321X:138L7423 Kewanee-Edwards 138 kV Tie Line,66.01941747572815,weak,7713    -981 CRES 7713 2    B  138 KV | 138L7413 Kewanee-Crescent Ridge 138 kV Line,100.0,high
GOOSECRE500 KV  TX1 | L500.PLEASANTVIEW-GOOSECREEK.595,GOOSECRE_500 KV_TX1:L500.PleasantView-GooseCreek.595,89.10891089108911,medium,GOOSECRE 500KV - GOOSECRE 230KV (GOOSECRE 500 KV TX1) | L500.PleasantView-GooseCreek.595,84.11214953271028,medium
DUNEACRE-MICHIGANCITY 13843 138KV L\O GREENTOWN-DUMONT 765KV | L765.DUMONT-GREENTOWN,DUNEACRE_138 KV_DUN-MIC1:L765.Dumont-Greentown,88.88888888888889,medium,DUNEACRE 138KV - MICHIGA2 138KV (DUNEACRE 138 KV DUN-MIC2) | L765.Dumont-Greentown,80.0,medium
CRES DUQ138 KV  CRE-MTN | L138.CRESCENT-NORTH.Z-21,CRES DUQ_138 KV_CRE-MTN:L138.Crescent-North.Z-21,92.47311827956989,high,CRES DUQ 138KV - MT NEBO 138KV (CRES DUQ 138 KV CRE-MTN) | L138.Crescent-North.Z-21,89.1566265060241,medium
RICHLND 138 KV RICHLND-02RDGVL | ACTUAL,RICHLND_138 KV_TR-1:ACTUAL,88.88888888888889,medium,RICHLND 138KV - 02RDGVL 138KV (RICHLND 138 KV RIC-02R1) | BASE,85.71428571428571,medium
138 SILV 345 KV 138 SILVER 45TR82 CT | L345.SILVERLAKE-LIBERTYVILLE.13821,138 SILV_138 KV_13806 1:345L13821 Silver Lake-Libertyville 345 kV Line,73.13432835820896,low,138 SILV 345KV - 138 SILV 1KV (138 SILV 345 KV TR82CT-P) | L345.SilverLake-Libertyville.13821,88.28828828828829,medium
LEMOYNE-HOME DEPOT 138 KV L/O LEMOYNE-MIDWAY 345 KV | L345.LEMOYNE-MIDWAY,HOMEDEPT_138 KV_HOM-LEM:L345.Lemoyne-Midway,77.27272727272728,low,LEMOYNE2 138KV - HOMEDEPT 138KV (HOMEDEPT 138 KV HOM-LEM) | L345.Lemoyne-Midway,74.22680412371133,low
BRUNSWIC_230KVBRU-MEA_1_LN | ACTUAL,BRUNSWIC_230 KV_BRU-MEA:ACTUAL,87.5,medium,DEANS   500 KV  500-1 | BRUNSWCK-DEANS 230 LINE,65.71428571428572,weak
CARS DUQ138 KV  CAR-OAK1 | ACTUAL,CARS DUQ_138 KV_CAR-OAK1:ACTUAL,88.13559322033899,medium,CARS DUQ138 KV  CAR-OAK | BASE,83.63636363636364,medium
MANOR_69KVMAN-SAF3_1_LN | ACTUAL,MANOR_69 KV_MAN-SAF3:ACTUAL,86.20689655172414,medium,SAFEHARB 69KV - MANOR 69KV (MANOR 69 KV MAN-SAF3) | BASE,64.61538461538461,weak
PLYMOUTH 230 KV PLYMOUTH-WHITPAIN 220-13 | L230.WHITPAIN-PLYMOUTHMEETING.220-15,PLYMOUTH 230-WHITPAIN 230,89.47368421052632,medium,WHITPAIN 230KV - PLYMOUTH 230KV (PLYMOUTH 230 KV PLY-WHI4) | L230.Whitpain-PlymouthMeeting.220-15,97.14285714285714,high
EWAYNESB 138 KV EWAYNESB-RINGGOLD RWA1 | ACTUAL,EWAYNESB_138 KV_EWA-RIN:ACTUAL,84.0,medium,EWAYNESB-RINGGOLD RWA1      B  138 KV | L138.Bedington-Harmony Jct-Marlowe-Cherry Run,88.88888888888889,medium
PETERS 138 KV PETERS-UNIONJCT UNNJ-PTR | ACTUAL,MIER_138 KV_MIER:ACTUAL,82.75862068965517,medium,UNIONJCT 138KV - PETERS 138KV (PETERS 138 KV PET-UNI) | BASE,81.69014084507043,medium
GAINESVL230 KV  TX3 | L230.GAINESVILLE-ATLANTIC-LINTONHALL-WHEELER.2161,GAINESVL_230 KV_TX3:L230.Gainesville-Atlantic-LintonHall-Wheeler.2161,91.85185185185185,high,GAINESVL 230KV - GAINESVL 115KV (GAINESVL 230 KV TX3) | L230.Gainesville-Atlantic-LintonHall-Wheeler.2161,88.33333333333333,medium
DEXTER  138 KV  DEX-ROSE | ACTUAL,DEXTER_138 KV_DEX-ROSE:ACTUAL,100.0,high,DEXTER 138KV - ROSEWOOD 138KV (DEXTER 138 KV DEX-ROSE) | BASE,85.71428571428571,medium
SEWARD 230 KV SEWARD 230 KV T11 XFORMER | ACTUAL,SEWARD_230 KV_T11:ACTUAL,100.0,high,SEWARD 230 KV T11  XFORMER  H  230 KV | 230/115.Johnstown.T2,88.88888888888889,medium
BUCKSKIN69 KV   BUC-GRE1 | L345.ADKINS-ATLANTA,BUCKSKIN_69 KV_BUC-GRE1:L345.Adkins-Atlanta,89.1566265060241,medium,BUCKSKIN 69KV - GREENFIE 69KV (BUCKSKIN 69 KV BUC-GRE1) | L345.Adkins-Atlanta,81.15942028985508,medium
LABADIE-GRAYSUM 345 KV (GRA-LABA) L/O LABADIE-GRAYSUM 345 KV (30648308) | LABADIE-GREYSUM CKT1 345KV,GRAYSUM3_345 KV_GRA-LABA:Labadie-Greysum Ckt1 345kV,88.60759493670886,medium,LABADIE3 345KV - GRAYSUM3 345KV (GRAYSUM3 345 KV GRA-LABA) | Labadie-Greysum Ckt1 345kV,82.56880733944953,medium
CLINCHRI 138 KV CLINCHRI-LEBANON | ACTUAL,CLINCHRI_138 KV_GSU1:Actual,89.36170212765957,medium,CLINCHRI 138KV - LEBANON 138KV (CLINCHRI 138 KV CLI-LEB1) | BASE,86.27450980392157,medium
BLOOMING230 KV  BLO-PAU | L500.HOPATCONG-LACKAWANNA.5063,BLOOMING_230 KV_BLO-PAU:L500.Hopatcong-Lackawanna.5063,89.52380952380952,medium,PAUPACK 230KV - BLOOMING 230KV (BLOOMING 230 KV BLO-PAU) | L500.Hopatcong-Lackawanna.5063,84.95575221238938,medium
DEERCREE138 KV  DEE-MIS | ACTUAL,DEERCREE_138 KV_DEE-MIS:ACTUAL,80.7017543859649,medium,DEERCREE138 KV  DEE-MUL1 | BASE,77.27272727272728,low
BURNHAM-SHEFFIELD 345 L/O DUMONT-WILTON CENTER 765 KV | DUMONT-WILTON CENTER 765KV,17ROXANA_138 KV_17R-PRA1:Wilton Center-Dumont 765kV + Sheffield-Gary Ave 34,81.81818181818181,medium,LINE    138 KV  Wolf Lake-Sheffield 138 kV l/o Dumont-Wilton Center 765 kV FG | LINE    765 KV  DUM-WIL1CMPLINE DUMMY,86.95652173913044,medium
LINE 69 KV MONR AE-VINELAND 0711-1 | L69.SHERMAN-VINELAND.0761,VINELAND_69 KV_0712:L69.Sherman-Vineland.0761,92.3076923076923,high,MONR AE 69KV - VINELAND 69KV (MONR AE 69 KV MON-VINE) | L69.Sherman-Vineland.0761,89.41176470588235,medium
MITTAL 2 - ROXANA 138 KV L/O MARKTOWN - CHICAGO 138 KV | MARKTOWN - CHICAGO 138 KV,MITCHYRD_138 KV_MIT-ROXA:Marktown - Chicago 138 kV,78.04878048780488,low,Mittal 2-Roxana 138 kV l/o Marktown-Chicago 138 kV | Marktown - Chicago 138 kV,100.0,high
FARMVILL230 KV  TX5 | L230.BREMO-CARTERSVILLE-POWHATAN-MIDLOTHIAN.2027,FARMVILL_230 KV_TX5:L230.Bremo-Cartersville-Powhatan-Midlothian.2027,91.72932330827068,high,FARMVILL 230KV - FARMVILL 115KV (FARMVILL 230 KV TX5) | L230.Bremo-Cartersville-Powhatan-Midlothian.2027,88.13559322033899,medium
COLONIAL 115 KV COL.PIPE-RRIDGE2 110512 | ACTUAL,COLONIAL_115 KV_COL-ROC2:ACTUAL,90.9090909090909,high,COL.PIPE-RRIDGE1 110511     B  115 KV | L230.Graceton-Bagley.2304,70.58823529411765,low
FACEROCK69 KV   FAC-MAN | L230.GRACETON-FVFRKS.110510 + 230/115.GRCTN.230-1,FACEROCK_69 KV_FAC-MAN:L230.Graceton-FvFrks.110510 + 230/115.Grctn.230-1,93.02325581395348,high,FACEROCK 69KV - MANOR 69KV (FACEROCK 69 KV FAC-MAN) | L230.Graceton-FvFrks.110510 + 230/115.Grctn.230-1,88.88888888888889,medium
ALLENIM 138 KV  ALL-LOG | ACTUAL,ALLENIM_138 KV_ALL-LOG:ACTUAL,100.0,high,ALLENIM 138KV - LOGTOWN 138KV (ALLENIM 138 KV ALL-LOG) | BASE,85.71428571428571,medium
135_ELMH_T1_138TR81CT-S_XF | ACTUAL,135 ELMH_138 KV_TR81CT-S:ACTUAL,85.71428571428571,medium,135 ELMH 1KV - 135 ELMH 138KV (135 ELMH 138 KV TR81CT-S) | BASE,61.53846153846154,weak
MEHOOPAN_115KVMEH-NME2_1_LN | ACTUAL,MEHOOPAN_115 KV_MEH-NME2:ACTUAL,87.87878787878788,medium,MEHOOPAN 115KV - NMESHOPP 115KV (MEHOOPAN 115 KV MEH-NME2) | BASE,68.4931506849315,weak
BRUNSWIC230 KV  BRU-MEA | ACTUAL,BRUNSWIC_230 KV_BRU-MEA:ACTUAL,80.7017543859649,medium,BRUNSWIC230 KV  BUR-MEA | L500.Hopatcong-Roseland.5061,75.55555555555556,low
HIGHLAOE345 KV  HIG-LOR1 | L345.LORDSTOWN-HIGHLAND.2,HIGHLAOE_345 KV_HIG-LOR1:L345.Lordstown-Highland.2,88.65979381443299,medium,LORDSTWN 345KV - HIGHLAOE 345KV (HIGHLAOE 345 KV HIG-LOR1) | L345.Lordstown-Highland.2,82.92682926829268,medium
PIERCE-BECKJORD 138 KV L/O PIERCE-FOSTER 345 KV | L345.PIERCE-FOSTER,BECKJORD_138 KV_PIE-BEC4:L345.Pierce-Foster,88.0,medium,Pierce-Foster 345 kV | BASE,88.37209302325581,medium
12 DRESDEN 45TR81 CT H 345 KV | ACTUAL,TERMINAL_345 KV_12:ACTUAL,76.92307692307692,low,12 DRESDEN  45TR81 CT       H  345 KV | L345.12 Dresden-111 ElctrcJct.1223+12 Dresden.TR83,88.88888888888889,medium
BUNSONVILLE-EUGENE TIE 345KV L/O DUMONT-GREENTOWN 765KV | L765.DUMONT-GREENTOWN,EUGENE_345 KV_EUG-BUN1:L765.Dumont-Greentown,88.31168831168831,medium,DUMONT2 765KV - DUMONT2 345KV (DUMONT2 765 KV T3) | L765.Dumont-Greentown,85.71428571428571,medium
DARLEYRD 69 KV DARLEYRD-NAAMANS 6835 | DTX138.SILVERBROOK.T3,DARLEYRD_69 KV_DAR-NAA:DTX138.SilverBrook.T3,89.74358974358974,medium,NAAMANS 69KV - DARLEYRD 69KV (DARLEYRD 69 KV DAR-NAA) | DTX138.SilverBrook.T3,94.50549450549451,high
12 DRESDEN 45TR81 CT H 345 KV | L345.12 DRESDEN-900 ELWOOD.1220,12 DRESD_345 KV_TR81CT-P:L345.12 Dresden-900 Elwood.1220,87.12871287128712,medium,12 DRESDEN  45TR83 CT       H  345 KV | 345L1222 12_Dresden-900_Elwood 345 kV Line,86.27450980392157,medium
ARMCO_1C138 KV  ARM-TP5 | ACTUAL,ARMCO_1C_138 KV_ARM-TODD:ACTUAL,82.75862068965517,medium,ARMCO_1C138 KV  ARM-TP5 | BASE,89.36170212765957,medium
BLACKWEL138 KV  BK1 | ACTUAL,BLACKWEL_138 KV_BK1:ACTUAL,77.55102040816327,low,WORCESTE138 KV  AT1 | BASE,56.52173913043478,weak
113 WATE 138 KV 113 WATE-11323 11323 2 | ACTUAL,113 WATE_138 KV_11323 2:ACTUAL,100.0,high,11323 138KV - 113 WATE 138KV (113 WATE 138 KV 11323 2) | BASE,89.79591836734694,medium
BATTLEBO115 KV  1001A | L500.CARSON-ROGERSROAD.585,BATTLEBO_115 KV_1001A:L500.Carson-RogersRoad.585,88.17204301075269,medium,BATTLEBO115 KV  1001A | L500.Carson-RogersRoad.585,100.0,high
EDISON2-GRAVLPIT EDI-GRA    B  138 KV | L345.REYNOLDS-OLIVE.2,EDISON2_138 KV_EDI-OLI1:L345.Cook-Olive,84.84848484848484,medium,EDISON2-GRAVLPIT EDI-GRA    B  138 KV | L345.Reynolds-Olive.2,100.0,high
KEENMOUN138 KV  KEE-WHI | ACTUAL,DPL_S ACTUAL,66.66666666666666,weak,ENEWCONC138 KV  ENE-WCA1 | BASE,58.18181818181818,weak
